id,path,split,species_src,species_tgt,label,gen_family,seed,ref_id,source
pixabay_cat_003362,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003362.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004152,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004152.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003774,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003774.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003542,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003542.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003591,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003591.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003802,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003802.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003970,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003970.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004711,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004711.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003007,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003007.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004580,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004580.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004294,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004294.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004789,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004789.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003425,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003425.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003136,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003136.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004010,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004010.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003314,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003314.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003061,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003061.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003346,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003346.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003405,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003405.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003260,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003260.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004264,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004264.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004121,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004121.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003603,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003603.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002906,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002906.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004317,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004317.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004205,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004205.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003087,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003087.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004613,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004613.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004219,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004219.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003301,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003301.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004230,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004230.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004758,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004758.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004559,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004559.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003270,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003270.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002952,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002952.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003050,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003050.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002869,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002869.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004679,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004679.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003036,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003036.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004414,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004414.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004599,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004599.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004575,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004575.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003953,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003953.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004218,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004218.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003285,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003285.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003900,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003900.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003822,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003822.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003855,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003855.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003756,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003756.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003750,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003750.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002955,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002955.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003453,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003453.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003664,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003664.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003479,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003479.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004355,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004355.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004607,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004607.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003943,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003943.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003142,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003142.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004216,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004216.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003103,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003103.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003295,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003295.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003364,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003364.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003949,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003949.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004733,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004733.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003814,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003814.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003867,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003867.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003174,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003174.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004795,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004795.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004129,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004129.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004481,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004481.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002995,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002995.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004684,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004684.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003387,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003387.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003725,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003725.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003059,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003059.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004698,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004698.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004590,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004590.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003102,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003102.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003005,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003005.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003192,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003192.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004035,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004035.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003169,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003169.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003370,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003370.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003433,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003433.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003764,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003764.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004504,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004504.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004828,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004828.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003777,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003777.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004285,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004285.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004319,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004319.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003131,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003131.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002894,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002894.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004763,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004763.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003789,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003789.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002785,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002785.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003715,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003715.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003492,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003492.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003790,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003790.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003418,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003418.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004718,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004718.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003047,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003047.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004538,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004538.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003297,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003297.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004792,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004792.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003032,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003032.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002841,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002841.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004677,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004677.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003772,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003772.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004536,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004536.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004612,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004612.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003574,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003574.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003543,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003543.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004822,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004822.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003962,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003962.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004767,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004767.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002850,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002850.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003216,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003216.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004713,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004713.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003042,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003042.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004772,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004772.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003692,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003692.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004291,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004291.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004668,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004668.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004834,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004834.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003278,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003278.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004732,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004732.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003267,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003267.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003754,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003754.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004370,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004370.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003653,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003653.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002767,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002767.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003531,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003531.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003563,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003563.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003054,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003054.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003202,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003202.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003649,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003649.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003865,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003865.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003308,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003308.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003420,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003420.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004815,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004815.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003317,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003317.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004318,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004318.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003663,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003663.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004119,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004119.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004768,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004768.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003183,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003183.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003105,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003105.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004531,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004531.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004150,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004150.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004811,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004811.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004239,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004239.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004224,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004224.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004296,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004296.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003391,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003391.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003462,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003462.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004320,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004320.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003093,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003093.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004411,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004411.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003144,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003144.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004823,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004823.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003436,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003436.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003975,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003975.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003508,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003508.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004067,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004067.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004617,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004617.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003252,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003252.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003003,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003003.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003495,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003495.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003188,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003188.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003040,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003040.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003352,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003352.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002760,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002760.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002911,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002911.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004631,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004631.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003315,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003315.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002790,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002790.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003368,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003368.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004694,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004694.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003803,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003803.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004726,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004726.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_003185,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_003185.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_004658,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_004658.jpg,train,cat,cat,real,none,,,afhq
pixabay_cat_002832,/content/drive/MyDrive/stargan-v2/data/afhq_all/train/cat/pixabay_cat_002832.jpg,train,cat,cat,real,none,,,afhq
